163,9,467.546875,361.613678,203.185791,534.161346,-1.000000,-1.000000,-1.000000,-1.000000
164,9,468.363098,377.382355,201.953491,521.600555,-1.000000,-1.000000,-1.000000,-1.000000
163,22,863.000000,317.000000,214.500000,629.900024,-1.000000,-1.000000,-1.000000,-1.000000
164,22,1090.000000,317.000031,202.899902,625.800018,-1.000000,-1.000000,-1.000000,-1.000000
163,26,1446.543335,351.683807,88.632080,223.590424,-1.000000,-1.000000,-1.000000,-1.000000
164,26,1425.950439,322.609283,94.184082,237.524567,-1.000000,-1.000000,-1.000000,-1.000000
163,28,33.714832,357.259766,88.478466,269.335693,-1.000000,-1.000000,-1.000000,-1.000000
164,28,38.407631,358.517822,88.861740,257.557373,-1.000000,-1.000000,-1.000000,-1.000000
163,36,1080.000000,334.000031,211.500000,616.300018,-1.000000,-1.000000,-1.000000,-1.000000
164,36,863.000000,312.000000,218.000000,662.900024,-1.000000,-1.000000,-1.000000,-1.000000
163,37,-5.000000,457.428571,29.785714,167.799979,-1.000000,-1.000000,-1.000000,-1.000000
164,37,-5.000000,469.000000,28.299999,156.599976,-1.000000,-1.000000,-1.000000,-1.000000
163,57,1684.053955,322.408630,133.566895,331.614990,-1.000000,-1.000000,-1.000000,-1.000000
164,57,1703.238770,331.314728,114.135254,315.753998,-1.000000,-1.000000,-1.000000,-1.000000
163,73,1485.158203,373.337036,109.776123,245.933228,-1.000000,-1.000000,-1.000000,-1.000000
164,73,1473.271484,368.188904,117.463867,247.296265,-1.000000,-1.000000,-1.000000,-1.000000
163,79,143.259949,417.859314,69.814636,201.994751,-1.000000,-1.000000,-1.000000,-1.000000
164,79,144.890503,412.490997,66.858673,206.652924,-1.000000,-1.000000,-1.000000,-1.000000
163,99,1746.887817,347.417766,96.061279,287.320886,-1.000000,-1.000000,-1.000000,-1.000000
164,99,1742.050293,346.308707,95.333496,288.119280,-1.000000,-1.000000,-1.000000,-1.000000
163,110,1807.121094,304.262085,130.150146,345.626648,-1.000000,-1.000000,-1.000000,-1.000000
164,110,1804.460693,302.511353,125.313477,346.750732,-1.000000,-1.000000,-1.000000,-1.000000
163,113,701.091187,413.543549,83.271118,180.729767,-1.000000,-1.000000,-1.000000,-1.000000
164,113,691.333496,416.651672,91.950562,188.238159,-1.000000,-1.000000,-1.000000,-1.000000
