163,55,1080,334,212.5,617.3,1
163,37,32,356,89.4,275.8,1
163,61,863,317,215.5,630.9,1
163,9,468,374,206.2,535.3,1
163,58,143,416,69.6,204.6,1
163,75,1493,376,99.7,223.8,0.999
163,43,1682,323,142.6,339.5,0.999
163,44,1450,357,88.6,222,0.992
163,77,818,407,74.5,200.2,0.831
163,84,1803,302,141.2,350.2,0.991
163,81,701,409,85.9,185.4,0.895
164,58,145,411,66.9,208.9,1
164,9,469,386,204,521.6,1
164,61,863,312,219,663.9,1
164,55,1090,317,203.9,626.8,1
164,37,38,358,89.8,260.2,0.999
164,43,1705,334,117.8,319.2,0.998
164,75,1477,368,114.2,236.1,0.998
164,84,1802,301,131.9,350.1,0.999
164,81,689,415,95.9,193,0.898
164,88,-5,469,29.3,157.6,0.847
164,77,812.0,409.0,76.4,198.0,0.831
163,73,1738.0,335.5,109.15,348.4,0.697
164,73,1721.0,329.75,116.725,377.2,0.697
164,44,1445.33333333,354.666666667,95.5333333333,226.75,0.992
